id,locality,p_type,sub_type,price,bedrooms,living_area,equip_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,land_surface,surface of the plot,state,facades,swim_pool
20278524,gent,other,offices,860000,,450,0,0,0,0,,0,,450,450,Good,4,0
20311402,mechelen,other,mixed-use-building-offices,995000,,419,1,0,0,0,,0,,419,0,To be done up,2,0
20311809,antwerpen,other,offices,215000,,40,0,0,0,0,,0,,40,0,As new,2,0
11393966,antwerpen,other,offices,149000,,67,1,0,0,1,10,1,10,87,73,Just renovated,3,0
20301468,anderlecht,other,offices,520000,,525,0,0,0,0,,0,,525,525,Good,4,0
20312374,destelbergen,other,offices,1080000,,277,0,0,0,0,,0,,277,1453,As new,0,0
20306292,deurne,other,offices,139000,,52,0,0,0,0,,0,,52,405,Just renovated,3,0
20303507,sint-lievens-houtem,other,mixed-use-building-offices,499000,,270,1,0,0,0,,0,,270,0,Good,4,0
20278459,maaseik,other,building,975000,,409,0,0,0,0,,0,,409,1682,As new,0,0
20295334,louvain,other,office-block,2221300,,1898,0,0,0,0,,0,,1898,1898,Good,4,0
20310169,roeselare,other,offices,835000,,80,0,0,0,0,,0,,80,382,Good,4,0
20308495,laken,other,office-block,355000,,,0,0,0,0,,0,,0,0,To renovate,2,0
20301403,eeklo,other,mixed-use-building-offices,650000,,383,1,0,0,0,,0,,383,857,Good,3,0
20265380,dudzele,other,offices,815000,,510,1,0,0,0,,0,,510,1119,Good,3,0
20268207,hasselt,other,office-block,295000,,192,0,0,0,0,,0,,192,0,Good,0,0
20289081,lierde,other,mixed-use-building-offices,349000,,248,1,0,0,0,,0,,248,0,Good,4,0
20299397,braine-lalleud,other,offices,250000,,250,0,0,0,0,,0,,250,250,As new,4,0
20242575,sint-jans-molenbeek,other,office-block,245000,,,1,0,0,0,,0,,0,0,Good,2,0
20307761,landen,other,office-block,550000,,220,0,0,0,0,,0,,220,220,Just renovated,2,0
20307655,lebbeke,other,offices,185000,,87,0,0,0,0,,0,,87,0,,0,0
20255698,aalst%20%289300%29,other,office-block,349000,,222,1,1,0,0,,0,,222,222,Good,0,0
20304689,namur,other,building,695000,,325,0,0,0,0,,0,,325,1100,As new,4,0
20307410,denderleeuw,other,mixed-use-building-offices,498000,,315,0,0,0,0,,0,,315,749,To be done up,2,0
20307367,halle,other,offices,395000,,538,0,0,0,0,,0,,538,213,,0,0
20236340,sankt%20vith,other,offices,330000,,153,0,0,0,0,,0,,153,0,Good,2,0
20306144,uccle,other,offices,150000,,33,0,0,0,0,,0,,33,0,As new,0,0
20306120,herentals,other,mixed-use-building-offices,299000,,128,0,0,0,0,,0,,128,85,,0,0
20240893,brussels,other,offices,450000,,250,0,0,0,0,,0,,250,406,To renovate,2,0
11400930,saint-gilles,other,office-block,5550000,,2450,1,0,0,0,,0,,2450,1340,As new,4,0
20113704,ixelles,other,offices,270000,,60,0,0,0,0,,0,,60,55,As new,2,0
20265744,laeken,other,offices,290000,,150,1,0,0,0,,0,,150,200,Good,2,0
11173080,ixelles,other,mixed-use-building-offices,590830,,195,0,0,0,0,,0,,195,206,As new,2,0
20217238,ixelles,other,offices,345000,,64,1,0,0,0,,0,,64,0,Good,4,0
20305982,torhout,other,offices,479000,,380,0,0,0,0,,0,,380,808,Good,0,0
20305920,aalst,other,mixed-use-building-offices,595000,,183,0,0,0,0,,0,,183,0,,2,0
20305741,wavre,other,office-block,165000,,75,0,0,0,1,,0,,75,0,Good,0,0
20305727,antwerpen,other,offices,995000,,297,0,0,0,0,,0,,297,0,As new,0,0
20305629,gent,other,building,1985000,,350,0,0,0,0,,0,,350,350,Good,0,0
20305421,sint-denijs-westrem,other,offices,12000000,,3360,0,0,0,0,,0,,3360,3360,As new,4,0
20305126,saint-nicolas,other,offices,65000,,61,0,0,0,0,,0,,61,0,,2,0
20304907,drogenbos,other,offices,1338200,,1475,0,0,0,0,,0,,1475,1475,Good,4,0
20304851,fosses-la-ville,other,building,215000,,202,0,0,0,1,,0,,202,164,,3,0
20304850,fosses-la-ville,other,offices,215000,,202,0,0,0,1,,0,,202,164,,3,0
20304784,brugge,other,offices,1250000,,306,0,0,0,0,,0,,306,1382,Good,0,0
10604951,mechelen,other,offices,598000,,230,1,0,0,0,,0,,230,230,Good,0,0
20155710,gent,other,offices,868610,,267,0,0,0,0,,0,,267,267,As new,4,0
20177456,wijnegem,other,offices,895000,,200,0,0,0,0,,0,,200,0,As new,3,0
11125028,hasselt,other,offices,1990000,,622,0,0,0,0,,0,,622,622,Good,4,0
20124824,beervelde,other,office-block,2350000,,1225,0,0,0,0,,0,,1225,2275,Just renovated,0,0
11125029,hasselt,other,offices,2475000,,773,0,0,0,0,,0,,773,773,Good,4,0
11125027,hasselt,other,offices,4465000,,1395,0,0,0,0,,0,,1395,1395,Good,4,0
11127214,ixelles,other,offices,4500000,,1100,0,0,0,0,,0,,1100,560,Good,0,0
11444471,louvain,other,offices,6700000,,5051,0,0,0,0,,0,,5051,5051,Good,4,0
11444555,louvain,other,offices,6700000,,5051,0,0,0,0,,0,,5051,5051,Good,4,0
20268630,antwerpen,other,office-block,1185000,,550,1,1,0,0,,0,,550,550,As new,3,0
20273870,antwerpen,other,offices,498000,,323,0,0,0,0,,0,,323,323,Just renovated,3,0
20178271,brugge,other,offices,995000,,420,0,0,0,0,,0,,420,333,Good,4,0
20173315,tervuren,other,offices,1260000,,525,1,0,0,0,,0,,525,0,Good,2,0
20202564,wijnegem,other,offices,1690000,,279,0,0,0,1,18,0,,297,0,As new,0,0
11456546,blankenberge,other,offices,349000,,177,0,0,0,0,,0,,177,0,As new,2,0
11490956,vilvorde,other,offices,45000,,50,0,0,0,0,,0,,50,50,Good,4,0
10827970,schepdaal,other,offices,159410,,84,0,0,0,0,,0,,84,84,Good,4,0
20038462,antwerpen,other,offices,165000,,35,0,0,0,0,,0,,35,51,Just renovated,2,0
10689094,blankenberge,other,office-block,349000,,177,1,0,0,0,,0,,177,177,Good,4,0
20045268,ixelles,other,offices,399000,,132,1,0,0,0,,0,,132,337,Good,2,0
9810256,drogenbos,other,offices,420300,,467,0,0,0,0,,0,,467,467,Good,4,0
10827969,schepdaal,other,offices,438197,,230,0,0,0,0,,0,,230,230,Good,4,0
20055343,woluwe-saint-pierre,other,mixed-use-building-offices,495000,,153,1,0,0,0,,0,,153,0,To renovate,2,0
9827564,woluwe-st-etienne,other,offices,532000,,591,0,0,0,0,,0,,591,591,Good,4,0
11491603,eeklo,other,offices,575000,,335,0,0,0,0,,0,,335,1161,To be done up,2,0
20025927,la-hulpe,other,mixed-use-building-offices,590000,,345,0,0,0,0,,0,,345,321,Good,3,0
20061622,roeselare,other,offices,595000,,227,0,0,0,1,25,0,,252,457,Good,2,0
11032652,hasselt,other,office-block,675000,,340,1,0,0,0,,0,,340,340,Good,2,0
9806409,vilvorde,other,offices,700000,,780,0,0,0,0,,0,,780,780,Good,4,0
20273708,roeselare,other,offices,995000,,550,0,0,0,0,,0,,550,452,Good,0,0
20273397,tienen,other,offices,119000,,103,0,0,0,0,,0,,103,122,As new,2,0
20273389,seraing%20jemeppesur-meuse,other,mixed-use-building-offices,275000,,566,1,0,0,0,,0,,566,0,Good,2,0
20273343,oostende,other,offices,195000,,,0,0,0,0,,0,,0,96,Good,4,0
20273325,nivelles,other,offices,370000,,161,1,0,0,0,,0,,161,0,,2,0
20273324,nivelles,other,building,370000,,161,1,0,0,0,,0,,161,0,,2,0
20272874,arlon,other,building,350000,,350,1,0,0,1,25,1,50,425,0,To be done up,2,0
20272867,bruxelles,other,office-block,915000,,492,0,0,0,0,,0,,492,492,,0,0
20272378,antwerpen,other,offices,269000,,74,1,0,0,0,,0,,74,0,Just renovated,0,0
20272270,antwerpen,other,offices,825000,,366,0,0,0,0,,0,,366,0,As new,0,0
20271884,roosdaal,other,mixed-use-building-offices,895000,,,1,0,0,0,,0,,0,750,,2,0
20271754,woluwe-saint-lambert,other,offices,472000,,349,0,0,0,0,,0,,349,349,As new,4,0
20271320,edegem,other,offices,1375000,,718,0,0,0,0,,0,,718,930,Good,4,0
20271261,zottegem,other,offices,225000,,121,0,0,0,0,,0,,121,0,Good,0,0
20271224,kortrijk,other,offices,535000,,238,0,0,0,0,,0,,238,0,As new,0,0
20078757,bruxelles,other,offices,375000,,170,0,0,0,0,,0,,170,0,Good,2,0
11195628,antwerpen,other,office-block,535000,,323,1,0,0,0,,0,,323,0,,0,0
20270405,lier,other,offices,699000,,211,1,0,0,1,,0,,211,766,,0,0
20270305,gent,other,office-block,145000,,,0,0,0,0,,0,,0,0,Good,0,0
11082136,antwerpen%20%282000%29,other,offices,395000,,140,0,0,0,0,,0,,140,0,Good,0,0
11067629,braine-l%27alleud,other,building,1900000,,,0,0,0,0,,0,,0,6131,,3,0
20269885,tubize,other,building,380000,,250,1,0,0,1,50,0,,300,200,Good,2,0
20269651,engis,other,mixed-use-building-offices,199000,,173,1,0,0,0,,0,,173,0,To be done up,2,0
20269631,langemark-poelkapelle,other,office-block,205000,,240,0,0,0,0,,0,,240,0,Just renovated,0,0
20269596,bierges,other,offices,425000,,200,0,0,0,0,,0,,200,767,Good,4,0
20269441,mechelen,other,offices,495000,,247,0,0,0,0,,0,,247,89,To renovate,0,0
20269266,jemeppe-sur-sambre,other,office-block,449000,,242,1,0,0,1,30,0,,272,1289,Good,4,0
20269183,grimbergen%20strombeek-bever,other,offices,295000,,190,0,0,0,0,,0,,190,0,As new,2,0
20269093,antwerpen,other,offices,1185000,,550,1,0,0,0,,0,,550,550,,2,0
20255405,auderghem,other,mixed-use-building-offices,195000,,36,0,0,0,0,,0,,36,0,As new,0,0
20197262,huy,other,offices,210000,,108,0,0,0,0,,0,,108,0,Good,3,0
20214929,roeselare,other,offices,342000,,170,0,0,0,0,,0,,170,0,As new,0,0
20136958,bruxelles,other,large-town-house,760000,,280,1,0,0,0,,0,,280,280,Good,2,0
11109721,zwalm,other,office-block,398000,,210,0,0,0,1,1,1,1,212,922,To renovate,4,0
11040111,geel,other,offices,121250,,97,0,0,0,0,,0,,97,97,Good,4,0
11040113,geel,other,offices,173750,,139,0,0,0,0,,0,,139,139,Good,4,0
11040110,geel,other,offices,185000,,148,0,0,0,0,,0,,148,148,Good,4,0
11040115,geel,other,offices,295000,,236,0,0,0,0,,0,,236,236,Good,4,0
10594466,grivegnee,other,offices,299000,,678,0,0,0,0,,0,,678,2,Good,2,0
10088791,oostende,other,offices,379000,,260,0,0,0,0,,0,,260,0,Good,2,0
11039492,zwevegem,other,office-block,385925,,142,1,0,0,0,,0,,142,0,,4,0
20061634,rumbeke,other,offices,447500,,293,1,0,0,0,,0,,293,293,As new,2,0
11468510,rumbeke,other,offices,447500,,293,1,0,0,0,,0,,293,293,As new,2,0
20137338,galmaarden,other,mixed-use-building-offices,590000,,488,1,0,0,0,,0,,488,0,Good,2,0
11039499,waregem,other,offices,604500,,310,1,0,0,0,,0,,310,0,,4,0
11040112,geel,other,offices,665000,,532,0,0,0,0,,0,,532,532,Good,4,0
10793830,anderlecht,other,offices,850000,,525,0,0,0,0,,0,,525,525,Good,0,0
20027816,gosselies,other,offices,1070000,,716,0,0,0,0,,0,,716,2401,Good,4,0
20074215,antwerpen,other,office-block,1395000,,763,1,1,0,0,,0,,763,763,Good,0,0
8686901,gentbrugge,other,offices,1876482,,468,0,0,0,0,,0,,468,0,As new,4,0
10811457,woluwe-st-lambert,other,offices,2500000,,1078,0,0,0,0,,0,,1078,1078,As new,0,0
9951421,waterloo,other,offices,3350000,,1598,0,0,0,0,,0,,1598,1598,As new,4,0
10811593,woluwe-st-lambert,other,offices,4000000,,2066,0,0,0,0,,0,,2066,2066,As new,0,0
20148214,wavre,other,mixed-use-building-offices,500000,,326,1,0,0,0,,0,,326,814,To be done up,4,0
20124400,dison,other,offices,220000,,249,0,0,0,0,,0,,249,0,To renovate,0,0
20308952,lembeek,other,mixed-use-building-offices,110000,,130,0,0,0,0,,0,,130,0,,0,0
20162671,brussel,other,offices,676500,,205,0,0,0,0,,0,,205,0,As new,4,0
20258536,roeselare,other,office-block,710000,,319,0,1,0,0,,0,,319,319,Good,0,0
20258422,borgerhout,other,office-block,649900,,465,1,0,0,0,,1,19,484,256,Good,2,0
20258381,antwerpen,other,mixed-use-building-offices,475000,,145,0,0,0,0,,0,,145,452,Good,2,0
20258007,charleroi,other,office-block,399000,,,0,0,0,0,,0,,0,206,To renovate,0,0
20257979,marke,other,offices,150000,,112,0,0,0,0,,0,,112,250,,0,0
20257969,oostende,other,offices,165000,,177,0,0,0,0,,0,,177,0,To renovate,2,0
20257945,uccle,other,mixed-use-building-offices,370000,,90,0,0,0,0,,0,,90,404,Good,2,0
20257867,wielsbeke,other,building,250000,,,0,0,0,0,,0,,0,180,Good,0,0
20257868,wielsbeke,other,building,232500,,,0,0,0,0,,0,,0,165,Good,0,0
20257869,wielsbeke,other,building,250000,,,0,0,0,0,,0,,0,180,Good,0,0
20257866,wielsbeke,other,building,250000,,,0,0,0,0,,0,,0,180,Good,0,0
20257865,wielsbeke,other,building,250000,,,0,0,0,0,,0,,0,180,Good,0,0
20257863,wielsbeke,other,building,250000,,,0,0,0,0,,0,,0,180,Good,0,0
20257864,wielsbeke,other,building,250000,,,0,0,0,0,,0,,0,180,Good,0,0
20257861,wielsbeke,other,building,250000,,,0,0,0,0,,0,,0,180,Good,0,0
20257862,wielsbeke,other,building,250000,,,0,0,0,0,,0,,0,180,Good,0,0
20257874,wielsbeke,other,building,250000,,,0,0,0,0,,0,,0,180,Good,0,0
20257859,wielsbeke,other,building,250000,,,0,0,0,0,,0,,0,180,Good,0,0
20257860,wielsbeke,other,building,245000,,,0,0,0,0,,0,,0,175,Good,0,0
20257858,wielsbeke,other,building,370000,,,0,0,0,0,,0,,0,270,Good,0,0
20257857,wielsbeke,other,building,250000,,,0,0,0,0,,0,,0,180,Good,0,0
20257696,kasterlee,other,offices,259000,,95,0,0,0,0,,0,,95,0,,0,0
20257508,gr%C3%82ce-hollogne,other,building,980000,,440,1,0,0,0,,0,,440,0,Good,3,0
20257350,enghien,other,offices,125000,,95,1,0,0,1,2,0,,97,0,As new,2,0
20257232,dilbeek,other,offices,305000,,129,1,0,0,0,,0,,129,0,As new,2,0
20257188,namur,other,office-block,240000,,251,0,0,0,0,,0,,251,1532,,4,0
20257123,gomz%C3%89-andoumont,other,building,349000,,151,1,0,0,1,220,1,900,1271,1850,Good,0,0
11446212,alken,other,offices,125000,,112,0,0,0,0,,0,,112,0,Good,0,0
11446222,antwerpen,other,offices,615000,,470,0,0,0,0,,0,,470,0,To be done up,0,0
20255908,deurne%20%282100%29,other,offices,159000,,70,1,0,0,0,,0,,70,70,,0,0
20251354,brugge,other,offices,349000,,155,0,0,0,0,,0,,155,73,Good,0,0
20168671,wavre,other,offices,2500000,,1860,0,0,0,0,,0,,1860,0,As new,0,0
20238039,kluisbergen,other,office-block,235000,,221,0,0,0,0,,0,,221,0,Just renovated,0,0
20174374,oostende,other,offices,499000,,,0,0,0,0,,0,,0,400,Good,4,0
20246349,kraainem,other,office-block,1700000,,1000,1,0,0,0,,0,,1000,0,,0,0
20125846,uccle,other,offices,150000,,33,0,0,0,0,,0,,33,0,As new,2,0
20125818,sinaai-sint-niklaas,other,office-block,675000,,382,0,0,0,1,23,0,,405,205,Good,3,0
11201992,gent,other,office-block,1716845,,565,0,0,0,0,,0,,565,565,,0,0
20312861,gent,other,offices,495000,,137,1,0,0,0,,0,,137,0,,0,0
20147761,halle,other,offices,155000,,64,1,0,0,0,,0,,64,0,Good,0,0
11321992,aalst,other,offices,160000,,57,0,0,0,0,,0,,57,0,,0,0
10860133,brugge,other,office-block,209000,,115,0,0,0,0,,0,,115,135,Good,0,0
20128873,halle,other,offices,324000,,142,1,0,0,0,,0,,142,0,Good,0,0
9629161,melsbroek,other,offices,355250,,288,0,0,0,0,,0,,288,288,,0,0
11354355,zwevegem,other,offices,363350,,153,0,0,0,0,,0,,153,153,Good,4,0
11354352,zwevegem,other,offices,385925,,142,0,0,0,0,,0,,142,153,,4,0
11207280,dilbeek,other,offices,413400,,318,0,0,0,0,,0,,318,318,To be done up,0,0
11032653,bierbeek,other,offices,494500,,135,1,0,0,0,,0,,135,135,,4,0
11452655,geraardsbergen,other,mixed-use-building-offices,550000,,235,0,0,0,0,,0,,235,0,As new,2,0
20237398,petegem-aan-de-leie,other,offices,550000,,157,1,0,0,0,,1,70,227,328,Good,2,0
20066580,veurne,other,offices,595000,,987,0,0,0,0,,1,650,1637,650,Good,0,0
10648404,affligem,other,offices,641574,,475,0,0,0,0,,0,,475,475,,0,0
11311438,kortrijk,other,office-block,761919,,397,0,0,0,0,,0,,397,401,,0,0
20219634,gent,other,offices,868610,,266,0,0,0,0,,0,,266,0,As new,0,0
20219633,gent,other,offices,868610,,266,0,0,0,0,,0,,266,0,As new,0,0
20175504,tervuren,other,offices,895000,,525,1,0,0,0,,0,,525,0,Good,4,0
20019915,brugge,other,offices,995000,,420,0,0,0,0,,0,,420,333,Good,4,0
20061815,roeselare,other,offices,1125000,,528,0,0,0,0,,0,,528,0,Good,4,0
20233093,ottignies,other,offices,180000,,68,0,0,0,0,,0,,68,0,Good,2,0
20232691,anderlecht,other,office-block,620000,,300,1,0,0,0,,0,,300,300,,0,0
20232682,gent,other,offices,256000,,91,0,0,0,0,,0,,91,91,Good,4,0
20232465,antwerpen%20%282000%29,other,offices,898000,,714,0,0,0,0,,0,,714,0,,0,0
20232321,braine-le-comte,other,offices,135000,,170,0,0,0,0,,0,,170,0,To be done up,2,0
20232233,ieper,other,offices,395000,,,0,0,0,0,,0,,0,0,,0,0
20232096,wortegem,other,offices,790000,,350,0,0,0,1,,0,,350,2396,To be done up,4,0
20231851,bruxelles,other,offices,195000,,47,1,0,0,0,,0,,47,47,As new,2,0
11099947,kortrijk,other,offices,275000,,250,0,0,0,0,,0,,250,0,,0,0
20231775,gent,other,offices,256000,,91,0,0,0,0,,0,,91,91,Good,4,0
20231747,woluwe-saint-pierre,other,offices,520000,,123,0,0,0,0,,0,,123,0,As new,2,0
20231613,antwerpen,other,offices,760000,,593,1,0,0,0,,0,,593,593,Good,4,0
20231506,evere,other,offices,250000,,80,1,0,0,1,2,0,,82,124,Just renovated,2,0
20231329,rosi%C3%A8res,other,office-block,149000,,107,0,0,0,1,,0,,107,650,To renovate,3,0
20230484,halle,other,mixed-use-building-offices,945000,,465,0,0,0,0,,0,,465,0,Good,2,0
20230365,theux,other,offices,419000,,215,0,0,0,0,,0,,215,1491,Good,4,0
20230363,spa,other,offices,179000,,108,0,0,0,0,,0,,108,0,Good,2,0
20230070,kontich,other,offices,1075000,,266,0,0,0,0,,0,,266,2297,Good,0,0
20230021,brasschaat,other,offices,895000,,,0,0,0,1,12,0,,12,268,As new,0,0
20229240,molenbeek-saint-jean,other,offices,325000,,160,0,0,0,0,,0,,160,0,As new,2,0
20229206,dendermonde,other,mixed-use-building-offices,279000,,150,1,0,0,0,,0,,150,0,Good,2,0
20229153,seraing,other,offices,770000,,200,0,0,0,0,,0,,200,0,As new,2,0
20229144,seraing,other,mixed-use-building-offices,770000,,200,0,0,0,0,,0,,200,0,As new,2,0
10508779,li%C3%A8ge%202,other,offices,349000,,324,0,0,0,0,,0,,324,0,As new,3,0
20228970,antwerpen,other,offices,3280000,,817,0,0,0,0,,0,,817,0,As new,0,0
20228926,de%20haan,other,offices,995000,,568,0,0,0,0,,0,,568,2263,Good,0,0
20228863,wandre,other,offices,75000,,69,0,0,0,0,,0,,69,0,,2,0
11327373,heers,other,offices,155000,,137,0,0,0,0,,0,,137,780,,3,0
11436873,haacht,other,office-block,345000,,450,0,0,0,0,,0,,450,1245,,0,0
20119784,morlanwelz,other,offices,345000,,279,0,0,0,0,,0,,279,560,Good,2,0
20180498,zottegem,other,office-block,375000,,245,0,0,0,0,,0,,245,245,As new,0,0
20171659,boussu,other,office-block,400000,,180,0,0,0,0,,0,,180,120,As new,4,0
11446206,mol,other,offices,415000,,385,0,0,0,0,,0,,385,0,Good,0,0
11446210,stekene,other,offices,425000,,314,0,0,0,0,,0,,314,0,Good,0,0
10781829,sint-pieters-leeuw,other,offices,512500,,250,0,0,0,0,,0,,250,250,Good,0,0
11386538,sint-pieters-leeuw,other,offices,585000,,482,1,0,0,0,,0,,482,0,Good,2,0
20236368,antwerpen,other,offices,740000,,500,0,0,0,0,,0,,500,0,,0,0
11000756,vilvoorde,other,office-block,1050000,,605,0,0,0,0,,0,,605,605,,0,0
7810321,drogenbos,other,office-block,1112000,,556,0,0,0,0,,0,,556,556,,0,0
11426333,brasschaat,other,offices,1175000,,280,0,0,0,0,,0,,280,1009,To renovate,4,0
20115895,oostende,other,offices,1179000,,274,0,0,0,0,,0,,274,0,As new,0,0
11415071,lier,other,office-block,1250000,,,0,0,0,0,,0,,0,0,Good,2,0
10475121,steenokkerzeel,other,offices,1299000,,936,0,0,0,0,,0,,936,0,As new,0,0
11431220,nieuwpoort,other,office-block,1400000,,1237,0,0,0,0,,0,,1237,0,,0,0
11181102,overijse,other,office-block,1600000,,550,1,0,0,0,,0,,550,5017,Good,0,0
11479412,brugge-assebroek,other,offices,1750000,,873,1,0,0,0,,0,,873,944,As new,3,0
11257269,koekelberg,other,offices,2150000,,1200,0,0,0,1,,0,,1200,0,Good,0,0
11414383,willebroek,other,mixed-use-building-offices,2350000,,1592,1,0,0,0,,0,,1592,2814,Good,4,0
20124422,florennes,other,offices,295000,,369,0,0,0,0,,0,,369,0,To be done up,2,0
20165276,woluwe-saint-lambert,other,offices,395000,,140,0,0,0,0,,0,,140,0,As new,2,0
20284769,herchies,other,offices,630000,,940,0,0,0,0,,0,,940,0,Good,3,0
20210101,halle,other,offices,595000,,197,0,0,0,0,,0,,197,0,As new,3,0
20165331,wijnegem,other,offices,690000,,180,0,0,0,0,,0,,180,0,As new,0,0
9755629,geraardsbergen,other,offices,165000,,136,0,0,0,0,,0,,136,136,As new,4,0
11118049,sint-jans-molenbeek,other,offices,474801,,202,0,0,0,0,,0,,202,0,As new,2,0
11439298,mortsel,other,offices,149500,,75,0,0,0,0,,0,,75,0,Just renovated,0,0
20117200,roeselare,other,offices,175000,,184,0,0,0,0,,0,,184,0,Good,0,0
20200017,tongeren,other,offices,845000,,,1,0,0,1,20,0,,20,4085,Just renovated,4,0
20199699,frameries,other,offices,799000,,676,0,0,0,0,,0,,676,2034,As new,4,0
20199363,diegem,other,offices,2458000,,1821,0,0,0,0,,0,,1821,1821,,0,0
20199242,diegem,other,offices,1185000,,987,0,0,0,0,,0,,987,987,,0,0
20199208,diegem,other,offices,1208000,,1007,0,0,0,0,,0,,1007,1007,,0,0
20199179,sint-niklaas,other,office-block,169000,,79,1,0,0,0,,1,13,92,92,Good,0,0
20199180,sint-niklaas,other,offices,169000,,79,1,0,0,0,,1,13,92,92,Good,0,0
20199165,diegem,other,offices,1096000,,913,0,0,0,0,,0,,913,913,,0,0
20198967,li%C3%A8ge,other,office-block,169000,,60,0,1,0,0,,0,,60,462,,2,0
10870875,charleroi,other,offices,425000,,900,0,0,0,0,,0,,900,0,To renovate,0,0
20198897,diegem,other,offices,984000,,820,0,0,0,0,,0,,820,820,,0,0
20198338,wijgmaal,other,office-block,745000,,317,1,1,0,0,,0,,317,0,As new,0,0
20198139,braine-le-comte,other,building,395000,,230,1,0,0,1,20,0,,250,139,Good,3,0
20197960,berchem-sainte-agathe,other,offices,179000,,87,0,0,0,0,,0,,87,0,Good,2,0
20197381,asse,other,offices,229000,,120,1,0,0,0,,0,,120,844,As new,2,0
20197284,diegem,other,offices,469000,,391,0,0,0,0,,0,,391,391,,0,0
20197219,huy,other,offices,79500,,40,0,0,0,0,,0,,40,0,Good,2,0
20196917,brugge,other,offices,195000,,,0,0,0,0,,0,,0,100,As new,2,0
20196380,uccle,other,building,495000,,,1,0,0,0,,0,,0,0,As new,3,0
20196130,la%20roche-en-ardenne,other,mixed-use-building-offices,450000,,560,0,0,0,0,,0,,560,0,,2,0
20196003,mons,other,offices,125000,,130,0,0,0,0,,0,,130,450,To restore,3,0
20181715,aalst,other,offices,299000,,225,0,0,0,1,15,0,,240,0,Just renovated,0,0
20194710,watermael-boitsfort,other,office-block,1160775,,469,0,0,0,0,,0,,469,0,Good,3,0
20194369,niel,other,offices,1150000,,900,0,0,0,0,,0,,900,2883,Good,4,0
20194352,li%C3%A8ge,other,mixed-use-building-offices,2400000,,2100,0,0,0,0,,0,,2100,4100,Good,4,0
20194051,charleroi,other,office-block,400000,,320,0,0,0,0,,0,,320,0,Good,2,0
11418806,etterbeek,other,office-block,595000,,267,1,0,0,0,,0,,267,267,,0,0
9952637,antwerpen,other,office-block,624900,,346,1,0,0,0,,0,,346,346,,2,0
20046868,bruxelles,other,office-block,650000,,,1,0,0,0,,0,,0,279,Just renovated,0,0
20061663,tielt,other,offices,650000,,,0,0,0,0,,0,,0,654,Good,2,0
9972234,tielt,other,offices,650000,,,0,0,0,0,,0,,0,654,Good,2,0
20148835,sint-lievens-houtem,other,mixed-use-building-offices,650000,,450,0,0,0,0,,0,,450,0,Good,4,0
11143751,forest,other,office-block,750000,,827,0,0,0,0,,0,,827,616,To restore,2,0
11143760,evere,other,offices,795000,,795,0,0,0,0,,0,,795,0,As new,2,0
11293410,kortrijk,other,offices,801694,,397,0,0,0,0,,0,,397,0,Just renovated,0,0
20095284,bruxelles,other,offices,830000,,415,0,0,0,0,,0,,415,0,,0,0
20071803,waterloo,other,offices,900000,,473,0,0,0,0,,0,,473,0,As new,0,0
10893511,ledegem,other,offices,1077200,,702,0,0,0,0,,0,,702,702,Good,0,0
9076133,watermaal-bosvoorde,other,office-block,1190000,,580,0,0,0,0,,0,,580,580,,0,0
11056290,kontich,other,office-block,1195000,,672,0,0,0,0,,0,,672,0,,0,0
11373675,keerbergen,other,offices,1195000,,650,0,0,0,0,,0,,650,2477,Good,0,0
11273675,saint-josse-ten-noode,other,mixed-use-building-offices,1300000,,458,0,0,0,0,,0,,458,0,As new,0,0
9824368,drogenbos,other,offices,1460000,,756,0,0,0,0,,0,,756,756,,0,0
11354575,etterbeek,other,offices,1675000,,706,0,0,0,0,,0,,706,0,As new,0,0
11146603,ixelles,other,offices,1690000,,969,0,0,0,0,,0,,969,0,Just renovated,3,0
9319008,turnhout,other,offices,1950000,,1000,0,0,0,0,,0,,1000,10141,Good,0,0
20073248,ukkel,other,offices,2075000,,831,0,0,0,0,,0,,831,0,Good,2,0
11004631,grimbergen,other,offices,2125000,,1246,0,0,0,0,,0,,1246,1246,,4,0
11004602,strombeek-bever,other,offices,2125000,,1246,0,0,0,0,,0,,1246,1246,,4,0
10893509,ledegem,other,offices,2154400,,1404,0,0,0,0,,0,,1404,1404,Good,0,0
11004731,strombeek-bever,other,offices,2600000,,1469,0,0,0,0,,0,,1469,1469,,4,0
9574162,groot-bijgaarden,other,offices,2850000,,2745,0,0,0,0,,0,,2745,0,Good,4,0
9824410,drogenbos,other,offices,2900000,,2199,0,0,0,0,,0,,2199,2199,,0,0
20060833,wommelgem,other,building,3400000,,1600,1,0,0,0,,0,,1600,24840,,0,0
20061646,roeselare,other,offices,5000000,,,0,0,0,0,,0,,0,4750,Good,4,0
20176486,li%C3%A8ge,other,office-block,295000,,250,0,0,0,0,,0,,250,0,As new,3,0
20176174,bruxelles,other,offices,330000,,215,0,0,0,0,,0,,215,0,As new,0,0
20176119,forest,other,offices,790000,,280,0,0,0,0,,0,,280,0,As new,2,0
20175877,etterbeek,other,offices,675000,,270,0,0,0,0,,0,,270,0,As new,2,0
20175765,mons,other,offices,160000,,200,1,0,0,0,,0,,200,0,To renovate,2,0
20174701,torhout,other,offices,235000,,,0,0,0,0,,0,,0,0,Good,2,0
